,class,label,gloss
459,http://yago-knowledge.org/resource/wordnet_branch_line_102891430,branch line,a railway line connected to a trunk line
460,http://yago-knowledge.org/resource/wordnet_kiln_103617095,kiln,a furnace for firing or burning or drying such things as porcelain or bricks
461,http://yago-knowledge.org/resource/wordnet_peninsula_109388848,peninsula,a large mass of land projecting into a body of water
462,http://yago-knowledge.org/resource/wordnet_camp_102945594,camp,a site where care and activities are provided for children during the summer months; 'city kids get to see the country at a summer camp'
463,http://yago-knowledge.org/resource/wordnet_camp_102945594,summer camp,a site where care and activities are provided for children during the summer months; 'city kids get to see the country at a summer camp'
464,http://yago-knowledge.org/resource/wordnet_county_town_108547300,shire town,the town or city that is the seat of government for a shire
465,http://yago-knowledge.org/resource/wordnet_county_town_108547300,county town,the town or city that is the seat of government for a shire
466,http://yago-knowledge.org/resource/wordnet_path_108616311,itinerary,an established line of travel or access
467,http://yago-knowledge.org/resource/wordnet_path_108616311,path,an established line of travel or access
468,http://yago-knowledge.org/resource/wordnet_path_108616311,route,an established line of travel or access
469,http://yago-knowledge.org/resource/wordnet_county_seat_108547143,county seat,the town or city that is the seat of government for a county
470,http://yago-knowledge.org/resource/wordnet_county_seat_108547143,county courthouse,the town or city that is the seat of government for a county
471,http://yago-knowledge.org/resource/wordnet_sinkhole_109435739,sink,a depression in the ground communicating with a subterranean passage (especially in limestone) and formed by solution or by collapse of a cavern roof
472,http://yago-knowledge.org/resource/wordnet_sinkhole_109435739,sinkhole,a depression in the ground communicating with a subterranean passage (especially in limestone) and formed by solution or by collapse of a cavern roof
473,http://yago-knowledge.org/resource/wordnet_sinkhole_109435739,swallow hole,a depression in the ground communicating with a subterranean passage (especially in limestone) and formed by solution or by collapse of a cavern roof
474,http://yago-knowledge.org/resource/wordnet_arterial_road_102744323,arterial road,a major or main route
475,http://yago-knowledge.org/resource/wordnet_maar_109344724,maar,a flat-bottomed volcanic crater that was formed by an explosion; often filled with water
476,http://yago-knowledge.org/resource/wordnet_eparchy_108654260,eparchy,a province in ancient Greece
477,http://yago-knowledge.org/resource/wordnet_menagerie_103745146,zoo,the facility where wild animals are housed for exhibition
478,http://yago-knowledge.org/resource/wordnet_menagerie_103745146,menagerie,the facility where wild animals are housed for exhibition
479,http://yago-knowledge.org/resource/wordnet_menagerie_103745146,zoological garden,the facility where wild animals are housed for exhibition
480,http://yago-knowledge.org/resource/wordnet_patio_103899768,patio,usually paved outdoor area adjoining a residence
481,http://yago-knowledge.org/resource/wordnet_patio_103899768,terrace,usually paved outdoor area adjoining a residence
482,http://yago-knowledge.org/resource/wordnet_amphitheater_102705201,amphitheater,a sloping gallery with seats for spectators (as in an operating room or theater)
483,http://yago-knowledge.org/resource/wordnet_amphitheater_102705201,amphitheatre,a sloping gallery with seats for spectators (as in an operating room or theater)
484,http://yago-knowledge.org/resource/wordnet_path_109387222,track,a line or route along which something travels or moves; 'the hurricane demolished houses in its path'; 'the track of an animal'; 'the course of the river'
485,http://yago-knowledge.org/resource/wordnet_path_109387222,course,a line or route along which something travels or moves; 'the hurricane demolished houses in its path'; 'the track of an animal'; 'the course of the river'
486,http://yago-knowledge.org/resource/wordnet_path_109387222,path,a line or route along which something travels or moves; 'the hurricane demolished houses in its path'; 'the track of an animal'; 'the course of the river'
487,http://yago-knowledge.org/resource/wordnet_trust_territory_108675795,trust territory,a dependent country; administered by another country under the supervision of the United Nations
488,http://yago-knowledge.org/resource/wordnet_trust_territory_108675795,trusteeship,a dependent country; administered by another country under the supervision of the United Nations
489,http://yago-knowledge.org/resource/wordnet_beacon_102814860,pharos,a tower with a light that gives warning of shoals to passing ships
490,http://yago-knowledge.org/resource/wordnet_beacon_102814860,beacon,a tower with a light that gives warning of shoals to passing ships
491,http://yago-knowledge.org/resource/wordnet_beacon_102814860,beacon light,a tower with a light that gives warning of shoals to passing ships
492,http://yago-knowledge.org/resource/wordnet_beacon_102814860,lighthouse,a tower with a light that gives warning of shoals to passing ships
493,http://yago-knowledge.org/resource/wordnet_wind_tunnel_104591359,wind tunnel,a structure resembling a tunnel where air is blown at known velocities for testing parts of aircraft
494,http://yago-knowledge.org/resource/wordnet_end_point_108566554,termination,a place where something ends or is complete
495,http://yago-knowledge.org/resource/wordnet_end_point_108566554,endpoint,a place where something ends or is complete
496,http://yago-knowledge.org/resource/wordnet_end_point_108566554,end point,a place where something ends or is complete
497,http://yago-knowledge.org/resource/wordnet_end_point_108566554,terminus,a place where something ends or is complete
498,http://yago-knowledge.org/resource/wordnet_landscape_108646902,landscape,an expanse of scenery that can be seen in a single view
499,http://yago-knowledge.org/resource/wordnet_sultanate_108896327,sultanate,country or territory ruled by a sultan
500,http://yago-knowledge.org/resource/wordnet_road_104096066,route,an open way (generally public) for travel or transportation
501,http://yago-knowledge.org/resource/wordnet_road_104096066,road,an open way (generally public) for travel or transportation
502,http://yago-knowledge.org/resource/wordnet_sphere_108653570,sphere,the geographical area in which one nation is very influential
503,http://yago-knowledge.org/resource/wordnet_sphere_108653570,sphere of influence,the geographical area in which one nation is very influential
504,http://yago-knowledge.org/resource/wordnet_borough_108540532,borough,one of the administrative divisions of a large city
505,http://yago-knowledge.org/resource/wordnet_garrison_103420559,fort,a fortified military post where troops are stationed
506,http://yago-knowledge.org/resource/wordnet_garrison_103420559,garrison,a fortified military post where troops are stationed
507,http://yago-knowledge.org/resource/wordnet_burg_108671168,burg,colloquial American term for a town; 'I've lived in this burg all my life'
508,http://yago-knowledge.org/resource/wordnet_strait_109446115,sound,a narrow channel of the sea joining two larger bodies of water
509,http://yago-knowledge.org/resource/wordnet_strait_109446115,strait,a narrow channel of the sea joining two larger bodies of water
510,http://yago-knowledge.org/resource/wordnet_spillway_104277034,spillway,a channel that carries excess water over or around a dam or other obstruction
511,http://yago-knowledge.org/resource/wordnet_spillway_104277034,spill,a channel that carries excess water over or around a dam or other obstruction
512,http://yago-knowledge.org/resource/wordnet_spillway_104277034,wasteweir,a channel that carries excess water over or around a dam or other obstruction
513,http://yago-knowledge.org/resource/wordnet_ghat_103436075,ghat,stairway in India leading down to a landing on the water
514,http://yago-knowledge.org/resource/wordnet_blast_furnace_102849885,blast furnace,a furnace for smelting of iron from iron oxide ores; combustion is intensified by a blast of air
515,http://yago-knowledge.org/resource/wordnet_bay_109215664,bay,an indentation of a shoreline larger than a cove but smaller than a gulf
516,http://yago-knowledge.org/resource/wordnet_bay_109215664,embayment,an indentation of a shoreline larger than a cove but smaller than a gulf
517,http://yago-knowledge.org/resource/wordnet_site_108651247,site,the piece of land on which something is located (or is to be located); 'a good site for the school'
518,http://yago-knowledge.org/resource/wordnet_site_108651247,land site,the piece of land on which something is located (or is to be located); 'a good site for the school'
519,http://yago-knowledge.org/resource/wordnet_pull-off_104020744,layby,designated paved area beside a main road where cars can stop temporarily
520,http://yago-knowledge.org/resource/wordnet_pull-off_104020744,pull-off,designated paved area beside a main road where cars can stop temporarily
521,http://yago-knowledge.org/resource/wordnet_pull-off_104020744,lay-by,designated paved area beside a main road where cars can stop temporarily
522,http://yago-knowledge.org/resource/wordnet_pull-off_104020744,rest area,designated paved area beside a main road where cars can stop temporarily
523,http://yago-knowledge.org/resource/wordnet_pull-off_104020744,rest stop,designated paved area beside a main road where cars can stop temporarily
524,http://yago-knowledge.org/resource/wordnet_homestead_113249699,homestead,the home and adjacent grounds occupied by a family
525,http://yago-knowledge.org/resource/wordnet_airport_102692232,drome,an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo
526,http://yago-knowledge.org/resource/wordnet_airport_102692232,airdrome,an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo
527,http://yago-knowledge.org/resource/wordnet_airport_102692232,aerodrome,an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo
528,http://yago-knowledge.org/resource/wordnet_airport_102692232,airport,an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo
529,http://yago-knowledge.org/resource/wordnet_bus_terminal_102926288,bus station,a terminal that serves bus passengers
530,http://yago-knowledge.org/resource/wordnet_bus_terminal_102926288,coach station,a terminal that serves bus passengers
531,http://yago-knowledge.org/resource/wordnet_bus_terminal_102926288,bus depot,a terminal that serves bus passengers
532,http://yago-knowledge.org/resource/wordnet_bus_terminal_102926288,bus terminal,a terminal that serves bus passengers
533,http://yago-knowledge.org/resource/wordnet_hatchery_108581299,hatchery,a place where eggs are hatched under artificial conditions (especially fish eggs); 'the park authorities operated a trout hatchery'
534,http://yago-knowledge.org/resource/wordnet_archbishopric_108550455,archbishopric,the territorial jurisdiction of an archbishop
535,http://yago-knowledge.org/resource/wordnet_fishpond_109280913,fishpond,a freshwater pond with fish
536,http://yago-knowledge.org/resource/wordnet_mountain_peak_109360122,mountain peak,the summit of a mountain
537,http://yago-knowledge.org/resource/wordnet_football_field_103378915,football field,the playing field on which football is played
538,http://yago-knowledge.org/resource/wordnet_football_field_103378915,gridiron,the playing field on which football is played
539,http://yago-knowledge.org/resource/wordnet_pathway_103899533,pathway,a trodden path
540,http://yago-knowledge.org/resource/wordnet_pathway_103899533,footpath,a trodden path
541,http://yago-knowledge.org/resource/wordnet_velodrome_104524833,velodrome,a banked oval track for bicycle or motorcycle racing
542,http://yago-knowledge.org/resource/wordnet_ballpark_102782778,park,a facility in which ball games are played (especially baseball games); 'take me out to the ballpark'
543,http://yago-knowledge.org/resource/wordnet_ballpark_102782778,ballpark,a facility in which ball games are played (especially baseball games); 'take me out to the ballpark'
544,http://yago-knowledge.org/resource/wordnet_reef_109406793,reef,a submerged ridge of rock or coral near the surface of the water
545,http://yago-knowledge.org/resource/wordnet_hermitage_103515934,hermitage,the abode of a hermit
546,http://yago-knowledge.org/resource/wordnet_glen_109289596,glen,a narrow secluded valley (in the mountains)
547,http://yago-knowledge.org/resource/wordnet_flea_market_108571898,flea market,an open-air street market for inexpensive or secondhand articles
548,http://yago-knowledge.org/resource/wordnet_eparchy_108551296,eparchy,a diocese of the Eastern Orthodox Church
549,http://yago-knowledge.org/resource/wordnet_eparchy_108551296,exarchate,a diocese of the Eastern Orthodox Church
550,http://yago-knowledge.org/resource/wordnet_subway_station_104349077,subway station,a terminal where subways load and unload passengers
551,http://yago-knowledge.org/resource/wordnet_lido_103661861,lido,a recreational facility including a swimming pool for water sports
552,http://yago-knowledge.org/resource/wordnet_catacomb_102981024,catacomb,an underground tunnel with recesses where bodies were buried (as in ancient Rome)
553,http://yago-knowledge.org/resource/wordnet_hemisphere_108583095,hemisphere,half of the terrestrial globe
554,http://yago-knowledge.org/resource/wordnet_short_104204619,short,the location on a baseball field where the shortstop is stationed
555,http://yago-knowledge.org/resource/wordnet_aquifer_109201998,aquifer,underground bed or layer yielding ground water for wells and springs etc
556,http://yago-knowledge.org/resource/wordnet_habitat_108580583,habitat,the type of environment in which an organism or group normally lives or occurs; 'a marine habitat'; 'he felt safe on his home grounds'
557,http://yago-knowledge.org/resource/wordnet_habitat_108580583,home ground,the type of environment in which an organism or group normally lives or occurs; 'a marine habitat'; 'he felt safe on his home grounds'
558,http://yago-knowledge.org/resource/wordnet_heliport_103512830,heliport,an airport for helicopters
559,http://yago-knowledge.org/resource/wordnet_culvert_103147280,culvert,a transverse and totally enclosed drain under a road or railway
560,http://yago-knowledge.org/resource/wordnet_migration_route_108617622,migration route,the geographic route along which birds customarily migrate
561,http://yago-knowledge.org/resource/wordnet_migration_route_108617622,flyway,the geographic route along which birds customarily migrate
562,http://yago-knowledge.org/resource/wordnet_barony_113251906,barony,the estate of a baron
563,http://yago-knowledge.org/resource/wordnet_seashore_109428293,seacoast,the shore of a sea or ocean
564,http://yago-knowledge.org/resource/wordnet_seashore_109428293,seashore,the shore of a sea or ocean
565,http://yago-knowledge.org/resource/wordnet_seashore_109428293,coast,the shore of a sea or ocean
566,http://yago-knowledge.org/resource/wordnet_seashore_109428293,sea-coast,the shore of a sea or ocean
567,http://yago-knowledge.org/resource/wordnet_library_103660664,library,a depository built to contain books and other materials for reading and study
568,http://yago-knowledge.org/resource/wordnet_library_103660664,depository library,a depository built to contain books and other materials for reading and study
569,http://yago-knowledge.org/resource/wordnet_area_108497294,area,a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography); 'it was a mountainous area'; 'Bible country'
570,http://yago-knowledge.org/resource/wordnet_area_108497294,country,a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography); 'it was a mountainous area'; 'Bible country'
571,http://yago-knowledge.org/resource/wordnet_atoll_109210862,atoll,an island consisting of a circular coral reef surrounding a lagoon
572,http://yago-knowledge.org/resource/wordnet_nursery_103836062,baby's room,a child's room for a baby
573,http://yago-knowledge.org/resource/wordnet_nursery_103836062,nursery,a child's room for a baby
574,http://yago-knowledge.org/resource/wordnet_causeway_102986920,causeway,a road that is raised above water or marshland or sand
575,http://yago-knowledge.org/resource/wordnet_physics_lab_103928001,physics laboratory,a laboratory for research in physics
576,http://yago-knowledge.org/resource/wordnet_physics_lab_103928001,physics lab,a laboratory for research in physics
577,http://yago-knowledge.org/resource/wordnet_see_108586825,see,the seat within a bishop's diocese where his cathedral is located
578,http://yago-knowledge.org/resource/wordnet_car_door_102963821,car door,the door of a car
579,http://yago-knowledge.org/resource/wordnet_ghost_town_108671509,ghost town,a deserted settlement (especially in western United States)
580,http://yago-knowledge.org/resource/wordnet_archive_102735086,archive,a depository containing historical records and documents
581,http://yago-knowledge.org/resource/wordnet_tube_104493505,tube,conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases
582,http://yago-knowledge.org/resource/wordnet_tube_104493505,tubing,conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases
583,http://yago-knowledge.org/resource/wordnet_marsh_109347779,marshland,low-lying wet land with grassy vegetation; usually is a transition zone between land and water; 'thousands of acres of marshland'; 'the fens of eastern England'
584,http://yago-knowledge.org/resource/wordnet_marsh_109347779,fen,low-lying wet land with grassy vegetation; usually is a transition zone between land and water; 'thousands of acres of marshland'; 'the fens of eastern England'
585,http://yago-knowledge.org/resource/wordnet_marsh_109347779,fenland,low-lying wet land with grassy vegetation; usually is a transition zone between land and water; 'thousands of acres of marshland'; 'the fens of eastern England'
586,http://yago-knowledge.org/resource/wordnet_marsh_109347779,marsh,low-lying wet land with grassy vegetation; usually is a transition zone between land and water; 'thousands of acres of marshland'; 'the fens of eastern England'
587,http://yago-knowledge.org/resource/wordnet_traffic_circle_104465933,circle,a road junction at which traffic streams circularly around a central island; 'the accident blocked all traffic at the rotary'
588,http://yago-knowledge.org/resource/wordnet_traffic_circle_104465933,traffic circle,a road junction at which traffic streams circularly around a central island; 'the accident blocked all traffic at the rotary'
589,http://yago-knowledge.org/resource/wordnet_traffic_circle_104465933,rotary,a road junction at which traffic streams circularly around a central island; 'the accident blocked all traffic at the rotary'
590,http://yago-knowledge.org/resource/wordnet_traffic_circle_104465933,roundabout,a road junction at which traffic streams circularly around a central island; 'the accident blocked all traffic at the rotary'
591,http://yago-knowledge.org/resource/wordnet_isthmus_109319604,isthmus,a relatively narrow strip of land (with water on both sides) connecting two larger land areas
592,http://yago-knowledge.org/resource/wordnet_service_station_104175859,service station,a station where gasoline and oil are sold and facilities are available for repairing or maintaining automobiles
593,http://yago-knowledge.org/resource/wordnet_billboard_102839110,billboard,large outdoor signboard
594,http://yago-knowledge.org/resource/wordnet_billboard_102839110,hoarding,large outdoor signboard
595,http://yago-knowledge.org/resource/wordnet_axis_106008609,axis,a straight line through a body or figure that satisfies certain conditions
596,http://yago-knowledge.org/resource/wordnet_assembly_plant_102750169,assembly plant,a factory where manufactured parts are assembled into a finished product
597,http://yago-knowledge.org/resource/wordnet_spit_109442595,tongue,a narrow strip of land that juts out into the sea
598,http://yago-knowledge.org/resource/wordnet_spit_109442595,spit,a narrow strip of land that juts out into the sea
599,http://yago-knowledge.org/resource/wordnet_transportation_system_104473432,transportation,a facility consisting of the means and equipment necessary for the movement of passengers or goods
600,http://yago-knowledge.org/resource/wordnet_transportation_system_104473432,transit,a facility consisting of the means and equipment necessary for the movement of passengers or goods
601,http://yago-knowledge.org/resource/wordnet_transportation_system_104473432,transportation system,a facility consisting of the means and equipment necessary for the movement of passengers or goods
602,http://yago-knowledge.org/resource/wordnet_health_spa_103506370,health spa,a place of business with equipment and facilities for exercising and improving physical fitness
603,http://yago-knowledge.org/resource/wordnet_health_spa_103506370,spa,a place of business with equipment and facilities for exercising and improving physical fitness
604,http://yago-knowledge.org/resource/wordnet_health_spa_103506370,health club,a place of business with equipment and facilities for exercising and improving physical fitness
605,http://yago-knowledge.org/resource/wordnet_wall_104546855,wall,an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure; 'the south wall had a small window'; 'the walls were covered with pictures'
606,http://yago-knowledge.org/resource/wordnet_ashram_108643386,ashram,a place of religious retreat modeled after the Indian ashram
607,http://yago-knowledge.org/resource/wordnet_heel_103511426,heel,the bottom of a shoe or boot; the back part of a shoe or boot that touches the ground and provides elevation
608,http://yago-knowledge.org/resource/wordnet_shooting_gallery_104201845,shooting gallery,an enclosed firing range with targets for rifle or handgun practice
609,http://yago-knowledge.org/resource/wordnet_shooting_gallery_104201845,shooting range,an enclosed firing range with targets for rifle or handgun practice
610,http://yago-knowledge.org/resource/wordnet_landmark_108624891,landmark,the position of a prominent or well-known object in a particular landscape; 'the church steeple provided a convenient landmark'
611,http://yago-knowledge.org/resource/wordnet_moor_109358751,moorland,open land usually with peaty soil covered with heather and bracken and moss
612,http://yago-knowledge.org/resource/wordnet_moor_109358751,moor,open land usually with peaty soil covered with heather and bracken and moss
613,http://yago-knowledge.org/resource/wordnet_trail_109460312,trail,a track or mark left by something that has passed; 'there as a trail of blood'; 'a tear left its trail on her cheek'
614,http://yago-knowledge.org/resource/wordnet_prop_104011242,prop,a support placed beneath or against something to keep it from shaking or falling
615,http://yago-knowledge.org/resource/wordnet_viaduct_104532670,viaduct,bridge consisting of a series of arches supported by piers used to carry a road (or railroad) over a valley
616,http://yago-knowledge.org/resource/wordnet_venue_108677628,locus,the scene of any event or action (especially the place of a meeting)
617,http://yago-knowledge.org/resource/wordnet_venue_108677628,venue,the scene of any event or action (especially the place of a meeting)
618,http://yago-knowledge.org/resource/wordnet_venue_108677628,locale,the scene of any event or action (especially the place of a meeting)
619,http://yago-knowledge.org/resource/wordnet_ocean_109376198,ocean,a large body of water constituting a principal part of the hydrosphere
620,http://yago-knowledge.org/resource/wordnet_cliff_dwelling_103042490,cliff dwelling,a rock and adobe dwelling built on sheltered ledges in the sides of a cliff; 'the Anasazi built cliff dwellings in the southwestern United States'
621,http://yago-knowledge.org/resource/wordnet_clock_tower_103047052,clock tower,a tower with a large clock visible high up on an outside face
622,http://yago-knowledge.org/resource/wordnet_fortification_103385557,munition,defensive structure consisting of walls or mounds built around a stronghold to strengthen it
623,http://yago-knowledge.org/resource/wordnet_fortification_103385557,fortification,defensive structure consisting of walls or mounds built around a stronghold to strengthen it
624,http://yago-knowledge.org/resource/wordnet_plug_103967942,plug,blockage consisting of an object designed to fill a hole tightly
625,http://yago-knowledge.org/resource/wordnet_plug_103967942,stopper,blockage consisting of an object designed to fill a hole tightly
626,http://yago-knowledge.org/resource/wordnet_plug_103967942,stopple,blockage consisting of an object designed to fill a hole tightly
627,http://yago-knowledge.org/resource/wordnet_shipyard_104197235,shipyard,a workplace where ships are built or repaired
628,http://yago-knowledge.org/resource/wordnet_prefecture_108626947,prefecture,the district administered by a prefect (as in France or Japan or the Roman Empire)
629,http://yago-knowledge.org/resource/wordnet_ice_field_109309046,ice field,a large flat mass of ice (larger than an ice floe) floating at sea
630,http://yago-knowledge.org/resource/wordnet_way_104564698,way,any artifact consisting of a road or path affording passage from one place to another; 'he said he was looking for the way out'
631,http://yago-knowledge.org/resource/wordnet_floodplain_109281914,floodplain,a low plain adjacent to a river that is formed chiefly of river sediment and is subject to flooding
632,http://yago-knowledge.org/resource/wordnet_floodplain_109281914,flood plain,a low plain adjacent to a river that is formed chiefly of river sediment and is subject to flooding
633,http://yago-knowledge.org/resource/wordnet_commodity_exchange_103077074,commodity exchange,an exchange for buying and selling commodities for future delivery
634,http://yago-knowledge.org/resource/wordnet_commodity_exchange_103077074,commodities market,an exchange for buying and selling commodities for future delivery
635,http://yago-knowledge.org/resource/wordnet_commodity_exchange_103077074,commodities exchange,an exchange for buying and selling commodities for future delivery
636,http://yago-knowledge.org/resource/wordnet_pool_103982060,pool,an excavation that is (usually) filled with water
637,http://yago-knowledge.org/resource/wordnet_boundary_108512259,boundary,the line or plane indicating the limit or extent of something
638,http://yago-knowledge.org/resource/wordnet_boundary_108512259,bounds,the line or plane indicating the limit or extent of something
639,http://yago-knowledge.org/resource/wordnet_boundary_108512259,bound,the line or plane indicating the limit or extent of something
640,http://yago-knowledge.org/resource/wordnet_rift_valley_109410224,rift valley,a valley with steep sides; formed by a rift in the earth's crust
641,http://yago-knowledge.org/resource/wordnet_sandbank_109421799,sandbank,a submerged bank of sand near a shore or in a river; can be exposed at low tide
642,http://yago-knowledge.org/resource/wordnet_breakwater_102894605,breakwater,a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away
643,http://yago-knowledge.org/resource/wordnet_breakwater_102894605,groin,a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away
644,http://yago-knowledge.org/resource/wordnet_breakwater_102894605,bulwark,a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away
645,http://yago-knowledge.org/resource/wordnet_breakwater_102894605,mole,a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away
646,http://yago-knowledge.org/resource/wordnet_breakwater_102894605,seawall,a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away
647,http://yago-knowledge.org/resource/wordnet_breakwater_102894605,jetty,a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away
648,http://yago-knowledge.org/resource/wordnet_breakwater_102894605,groyne,a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away
649,http://yago-knowledge.org/resource/wordnet_pizzeria_103952576,pizza parlor,a shop where pizzas are made and sold
650,http://yago-knowledge.org/resource/wordnet_pizzeria_103952576,pizzeria,a shop where pizzas are made and sold
651,http://yago-knowledge.org/resource/wordnet_pizzeria_103952576,pizza shop,a shop where pizzas are made and sold
652,http://yago-knowledge.org/resource/wordnet_catheter_102984469,catheter,a thin flexible tube inserted into the body to permit introduction or withdrawal of fluids or to keep the passageway open
653,http://yago-knowledge.org/resource/wordnet_landfill_109335809,landfill,a low area that has been filled in
654,http://yago-knowledge.org/resource/wordnet_city_district_108537837,city district,a district of a town or city
655,http://yago-knowledge.org/resource/wordnet_department_store_103176763,department store,a large retail store organized into departments offering a variety of merchandise; commonly part of a retail chain
656,http://yago-knowledge.org/resource/wordnet_department_store_103176763,emporium,a large retail store organized into departments offering a variety of merchandise; commonly part of a retail chain
657,http://yago-knowledge.org/resource/wordnet_port_of_entry_108638442,port of entry,a port in the United States where customs officials are stationed to oversee the entry and exit of people and merchandise
658,http://yago-knowledge.org/resource/wordnet_port_of_entry_108638442,point of entry,a port in the United States where customs officials are stationed to oversee the entry and exit of people and merchandise
659,http://yago-knowledge.org/resource/wordnet_tendency_108681777,trend,a general direction in which something tends to move; 'the shoreward tendency of the current'; 'the trend of the stock market'
660,http://yago-knowledge.org/resource/wordnet_tendency_108681777,tendency,a general direction in which something tends to move; 'the shoreward tendency of the current'; 'the trend of the stock market'
661,http://yago-knowledge.org/resource/wordnet_district_108552138,territorial dominion,a region marked off for administrative or other purposes
662,http://yago-knowledge.org/resource/wordnet_district_108552138,territory,a region marked off for administrative or other purposes
663,http://yago-knowledge.org/resource/wordnet_district_108552138,district,a region marked off for administrative or other purposes
664,http://yago-knowledge.org/resource/wordnet_district_108552138,dominion,a region marked off for administrative or other purposes
665,http://yago-knowledge.org/resource/wordnet_gasoline_station_103425092,gasoline station,a service station that sells gasoline
666,http://yago-knowledge.org/resource/wordnet_gasoline_station_103425092,filling station,a service station that sells gasoline
667,http://yago-knowledge.org/resource/wordnet_gasoline_station_103425092,petrol station,a service station that sells gasoline
668,http://yago-knowledge.org/resource/wordnet_gasoline_station_103425092,gas station,a service station that sells gasoline
669,http://yago-knowledge.org/resource/wordnet_commune_108541609,commune,the smallest administrative district of several European countries
670,http://yago-knowledge.org/resource/wordnet_expressway_103306610,pike,a broad highway designed for high-speed traffic
671,http://yago-knowledge.org/resource/wordnet_expressway_103306610,state highway,a broad highway designed for high-speed traffic
672,http://yago-knowledge.org/resource/wordnet_expressway_103306610,superhighway,a broad highway designed for high-speed traffic
673,http://yago-knowledge.org/resource/wordnet_expressway_103306610,freeway,a broad highway designed for high-speed traffic
674,http://yago-knowledge.org/resource/wordnet_expressway_103306610,thruway,a broad highway designed for high-speed traffic
675,http://yago-knowledge.org/resource/wordnet_expressway_103306610,expressway,a broad highway designed for high-speed traffic
676,http://yago-knowledge.org/resource/wordnet_expressway_103306610,motorway,a broad highway designed for high-speed traffic
677,http://yago-knowledge.org/resource/wordnet_expressway_103306610,throughway,a broad highway designed for high-speed traffic
678,http://yago-knowledge.org/resource/wordnet_factory_103316406,factory,a plant consisting of one or more buildings with facilities for manufacturing
679,http://yago-knowledge.org/resource/wordnet_factory_103316406,mill,a plant consisting of one or more buildings with facilities for manufacturing
680,http://yago-knowledge.org/resource/wordnet_factory_103316406,manufacturing plant,a plant consisting of one or more buildings with facilities for manufacturing
681,http://yago-knowledge.org/resource/wordnet_factory_103316406,manufactory,a plant consisting of one or more buildings with facilities for manufacturing
682,http://yago-knowledge.org/resource/wordnet_river_109411430,river,a large natural stream of water (larger than a creek); 'the river was navigable for 50 miles'
683,http://yago-knowledge.org/resource/wordnet_backyard_102772197,backyard,the grounds in back of a house
684,http://yago-knowledge.org/resource/wordnet_promontory_109399592,head,a natural elevation (especially a rocky one that juts out into the sea)
685,http://yago-knowledge.org/resource/wordnet_promontory_109399592,foreland,a natural elevation (especially a rocky one that juts out into the sea)
686,http://yago-knowledge.org/resource/wordnet_promontory_109399592,promontory,a natural elevation (especially a rocky one that juts out into the sea)
687,http://yago-knowledge.org/resource/wordnet_promontory_109399592,headland,a natural elevation (especially a rocky one that juts out into the sea)
688,http://yago-knowledge.org/resource/wordnet_aqueduct_102732433,aqueduct,a conduit that resembles a bridge but carries water over a valley
689,http://yago-knowledge.org/resource/wordnet_stairway_104298308,stairway,a way of access (upward and downward) consisting of a set of steps
690,http://yago-knowledge.org/resource/wordnet_stairway_104298308,staircase,a way of access (upward and downward) consisting of a set of steps
691,http://yago-knowledge.org/resource/wordnet_ship_canal_104196337,ship canal,a canal large enough for seagoing vessels
692,http://yago-knowledge.org/resource/wordnet_ship_canal_104196337,shipway,a canal large enough for seagoing vessels
693,http://yago-knowledge.org/resource/wordnet_time_zone_108691276,time zone,any of the 24 regions of the globe (loosely divided by longitude) throughout which the same standard time is used
694,http://yago-knowledge.org/resource/wordnet_hardware_store_103493911,ironmonger's shop,a store selling hardware; 'in Great Britain they used to call a hardware store an ironmonger's shop'
695,http://yago-knowledge.org/resource/wordnet_hardware_store_103493911,ironmonger,a store selling hardware; 'in Great Britain they used to call a hardware store an ironmonger's shop'
696,http://yago-knowledge.org/resource/wordnet_hardware_store_103493911,hardware store,a store selling hardware; 'in Great Britain they used to call a hardware store an ironmonger's shop'
697,http://yago-knowledge.org/resource/wordnet_newsstand_103822656,newsstand,a stall where newspapers and other periodicals are sold
698,http://yago-knowledge.org/resource/wordnet_farm_103322099,farm,workplace consisting of farm buildings and cultivated land as a unit; 'it takes several people to work the farm'
699,http://yago-knowledge.org/resource/wordnet_coil_103065424,whorl,a structure consisting of something wound in a continuous series of loops; 'a coil of rope'
700,http://yago-knowledge.org/resource/wordnet_coil_103065424,helix,a structure consisting of something wound in a continuous series of loops; 'a coil of rope'
